taxonID	identifier	datasetID	datasetName	acceptedNameUsageID	parentNameUsageID	taxonomicStatus	taxonRank	verbatimTaxonRank	scientificName	kingdom	phylum	class	order	superfamily	family	genus	subgenus	specificEpithet	infraspecificEpithet	scientificNameAuthorship	source	namePublishedIn	nameAccordingTo	modified	description
2435576	urn:lsid:catalogueoflife.org:taxon:d888e4e4-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363614	accepted name	genus		Actinostephanus	Animalia	Cnidaria	Anthozoa	Actiniaria		Actinodendronidae	Actinostephanus									
2435577	urn:lsid:catalogueoflife.org:taxon:d888e606-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363577	accepted name	genus		Phellia	Animalia	Cnidaria	Anthozoa	Actiniaria		Sagartiidae	Phellia									
2435578	urn:lsid:catalogueoflife.org:taxon:d888e732-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363577	accepted name	genus		Choriactis	Animalia	Cnidaria	Anthozoa	Actiniaria		Sagartiidae	Choriactis									
2435579	urn:lsid:catalogueoflife.org:taxon:d888e85e-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363577	accepted name	genus		Kadosactis	Animalia	Cnidaria	Anthozoa	Actiniaria		Sagartiidae	Kadosactis									
2435580	urn:lsid:catalogueoflife.org:taxon:d888e980-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363614	accepted name	genus		Megalactis	Animalia	Cnidaria	Anthozoa	Actiniaria		Actinodendronidae	Megalactis									
2435581	urn:lsid:catalogueoflife.org:taxon:d888eaac-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363611	accepted name	genus		Bartholomea	Animalia	Cnidaria	Anthozoa	Actiniaria		Aiptasiidae	Bartholomea									
2435582	urn:lsid:catalogueoflife.org:taxon:d888ebce-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363615	accepted name	genus		Urticina	Animalia	Cnidaria	Anthozoa	Actiniaria		Actiniidae	Urticina									
2435583	urn:lsid:catalogueoflife.org:taxon:d888ecfa-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363591	accepted name	genus		Chondrophellia	Animalia	Cnidaria	Anthozoa	Actiniaria		Hormathiidae	Chondrophellia									
2435584	urn:lsid:catalogueoflife.org:taxon:d888ee26-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363591	accepted name	genus		Paraphellia	Animalia	Cnidaria	Anthozoa	Actiniaria		Hormathiidae	Paraphellia									
2435585	urn:lsid:catalogueoflife.org:taxon:d888ef52-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363577	accepted name	genus		Verrillactis	Animalia	Cnidaria	Anthozoa	Actiniaria		Sagartiidae	Verrillactis									
2435586	urn:lsid:catalogueoflife.org:taxon:d888f07e-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363591	accepted name	genus		Cricophorus	Animalia	Cnidaria	Anthozoa	Actiniaria		Hormathiidae	Cricophorus									
2435587	urn:lsid:catalogueoflife.org:taxon:d888f1a0-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363591	accepted name	genus		Cataphellia	Animalia	Cnidaria	Anthozoa	Actiniaria		Hormathiidae	Cataphellia									
2435588	urn:lsid:catalogueoflife.org:taxon:d888f2cc-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363588	accepted name	genus		Euphellia	Animalia	Cnidaria	Anthozoa	Actiniaria		Isophelliidae	Euphellia									
2435589	urn:lsid:catalogueoflife.org:taxon:d888f3ee-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363588	accepted name	genus		Decaphellia	Animalia	Cnidaria	Anthozoa	Actiniaria		Isophelliidae	Decaphellia									
2435590	urn:lsid:catalogueoflife.org:taxon:d888f51a-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363600	accepted name	genus		Exocoelactis	Animalia	Cnidaria	Anthozoa	Actiniaria		Exocoelactiidae	Exocoelactis									
2435591	urn:lsid:catalogueoflife.org:taxon:d888f63c-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363612	accepted name	genus		Pycnanthus	Animalia	Cnidaria	Anthozoa	Actiniaria		Actinostolidae	Pycnanthus									
2435592	urn:lsid:catalogueoflife.org:taxon:d888f768-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363612	accepted name	genus		Antholoba	Animalia	Cnidaria	Anthozoa	Actiniaria		Actinostolidae	Antholoba									
2435593	urn:lsid:catalogueoflife.org:taxon:d888f894-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363612	accepted name	genus		Cyananthea	Animalia	Cnidaria	Anthozoa	Actiniaria		Actinostolidae	Cyananthea									
2435594	urn:lsid:catalogueoflife.org:taxon:d888f9c0-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363612	accepted name	genus		Pseudoparactis	Animalia	Cnidaria	Anthozoa	Actiniaria		Actinostolidae	Pseudoparactis									
2435595	urn:lsid:catalogueoflife.org:taxon:d888fae2-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363612	accepted name	genus		Tealidium	Animalia	Cnidaria	Anthozoa	Actiniaria		Actinostolidae	Tealidium									
2435596	urn:lsid:catalogueoflife.org:taxon:d888fc0e-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363612	accepted name	genus		Epiparactis	Animalia	Cnidaria	Anthozoa	Actiniaria		Actinostolidae	Epiparactis									
2435597	urn:lsid:catalogueoflife.org:taxon:d888fd30-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363601	accepted name	genus		Edwardsianthus	Animalia	Cnidaria	Anthozoa	Actiniaria		Edwardsiidae	Edwardsianthus									
2435598	urn:lsid:catalogueoflife.org:taxon:d888fe5c-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363612	accepted name	genus		Hadalanthus	Animalia	Cnidaria	Anthozoa	Actiniaria		Actinostolidae	Hadalanthus									
2435599	urn:lsid:catalogueoflife.org:taxon:d888ff88-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363612	accepted name	genus		Synsicyonis	Animalia	Cnidaria	Anthozoa	Actiniaria		Actinostolidae	Synsicyonis									
2435600	urn:lsid:catalogueoflife.org:taxon:d88900aa-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363612	accepted name	genus		Ophiodiscus	Animalia	Cnidaria	Anthozoa	Actiniaria		Actinostolidae	Ophiodiscus									
2435601	urn:lsid:catalogueoflife.org:taxon:d88901d6-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363589	accepted name	genus		Zaolutus	Animalia	Cnidaria	Anthozoa	Actiniaria		Isanthidae	Zaolutus									
2435602	urn:lsid:catalogueoflife.org:taxon:d88902f8-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363589	accepted name	genus		Isanthus	Animalia	Cnidaria	Anthozoa	Actiniaria		Isanthidae	Isanthus									
2435603	urn:lsid:catalogueoflife.org:taxon:d8890424-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363580	accepted name	genus		Heteranthus	Animalia	Cnidaria	Anthozoa	Actiniaria		Phymanthidae	Heteranthus									
2435604	urn:lsid:catalogueoflife.org:taxon:d8890550-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363584	accepted name	genus		Minyas	Animalia	Cnidaria	Anthozoa	Actiniaria		Minyadidae	Minyas									
2435605	urn:lsid:catalogueoflife.org:taxon:d8890672-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363579	accepted name	genus		Preactis	Animalia	Cnidaria	Anthozoa	Actiniaria		Preactiidae	Preactis									
2435606	urn:lsid:catalogueoflife.org:taxon:d889079e-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363615	accepted name	genus		Glyphostylum	Animalia	Cnidaria	Anthozoa	Actiniaria		Actiniidae	Glyphostylum									
2435607	urn:lsid:catalogueoflife.org:taxon:d88908ca-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363615	accepted name	genus		Stylobates	Animalia	Cnidaria	Anthozoa	Actiniaria		Actiniidae	Stylobates									
2435608	urn:lsid:catalogueoflife.org:taxon:d88909ec-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363615	accepted name	genus		Myonanthus	Animalia	Cnidaria	Anthozoa	Actiniaria		Actiniidae	Myonanthus									
2435609	urn:lsid:catalogueoflife.org:taxon:d8890b18-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363615	accepted name	genus		Isactinia	Animalia	Cnidaria	Anthozoa	Actiniaria		Actiniidae	Isactinia									
2435610	urn:lsid:catalogueoflife.org:taxon:d8890c44-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363615	accepted name	genus		Phymactis	Animalia	Cnidaria	Anthozoa	Actiniaria		Actiniidae	Phymactis									
2435611	urn:lsid:catalogueoflife.org:taxon:d8890d66-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363603	accepted name	genus		Charisea	Animalia	Cnidaria	Anthozoa	Actiniaria		Condylanthidae	Charisea									
2435612	urn:lsid:catalogueoflife.org:taxon:d8890f5a-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363603	accepted name	genus		Charisella	Animalia	Cnidaria	Anthozoa	Actiniaria		Condylanthidae	Charisella									
2435613	urn:lsid:catalogueoflife.org:taxon:d8891090-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363603	accepted name	genus		Macrocnema	Animalia	Cnidaria	Anthozoa	Actiniaria		Condylanthidae	Macrocnema									
2435614	urn:lsid:catalogueoflife.org:taxon:d88911bc-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363609	accepted name	genus		Alicia	Animalia	Cnidaria	Anthozoa	Actiniaria		Aliciidae	Alicia									
2435615	urn:lsid:catalogueoflife.org:taxon:d88912e8-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363603	accepted name	genus		Pseudhormathia	Animalia	Cnidaria	Anthozoa	Actiniaria		Condylanthidae	Pseudhormathia									
2435616	urn:lsid:catalogueoflife.org:taxon:d889140a-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363582	accepted name	genus		Nevadne	Animalia	Cnidaria	Anthozoa	Actiniaria		Nevadneidae	Nevadne									
2435617	urn:lsid:catalogueoflife.org:taxon:d8891536-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363604	accepted name	genus		Boloceractis	Animalia	Cnidaria	Anthozoa	Actiniaria		Boloceroididae	Boloceractis									
2435618	urn:lsid:catalogueoflife.org:taxon:d8891662-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363604	accepted name	genus		Boloceroides	Animalia	Cnidaria	Anthozoa	Actiniaria		Boloceroididae	Boloceroides									
2435619	urn:lsid:catalogueoflife.org:taxon:d889178e-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363615	accepted name	genus		Leipsiceras	Animalia	Cnidaria	Anthozoa	Actiniaria		Actiniidae	Leipsiceras									
2435620	urn:lsid:catalogueoflife.org:taxon:d88918f6-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363615	accepted name	genus		Paracondylactis	Animalia	Cnidaria	Anthozoa	Actiniaria		Actiniidae	Paracondylactis									
2435621	urn:lsid:catalogueoflife.org:taxon:d8891a22-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363605	accepted name	genus		Acontiactis	Animalia	Cnidaria	Anthozoa	Actiniaria		Bathyphellidae	Acontiactis									
2435622	urn:lsid:catalogueoflife.org:taxon:d8891b58-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363605	accepted name	genus		Phelliogeton	Animalia	Cnidaria	Anthozoa	Actiniaria		Bathyphellidae	Phelliogeton									
2435623	urn:lsid:catalogueoflife.org:taxon:d8891c84-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363577	accepted name	genus		Artemidactis	Animalia	Cnidaria	Anthozoa	Actiniaria		Sagartiidae	Artemidactis									
2435624	urn:lsid:catalogueoflife.org:taxon:d8891da6-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363577	accepted name	genus		Sagartianthus	Animalia	Cnidaria	Anthozoa	Actiniaria		Sagartiidae	Sagartianthus									
2435625	urn:lsid:catalogueoflife.org:taxon:d8891ed2-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363577	accepted name	genus		Cereus	Animalia	Cnidaria	Anthozoa	Actiniaria		Sagartiidae	Cereus									
2435626	urn:lsid:catalogueoflife.org:taxon:d8891ff4-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363603	accepted name	genus		Condylanthus	Animalia	Cnidaria	Anthozoa	Actiniaria		Condylanthidae	Condylanthus									
2435627	urn:lsid:catalogueoflife.org:taxon:d8892120-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363617	accepted name	genus		Mimetridium	Animalia	Cnidaria	Anthozoa	Actiniaria		Acontiophoridae	Mimetridium									
2435628	urn:lsid:catalogueoflife.org:taxon:d889224c-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363602	accepted name	genus		Diadumene	Animalia	Cnidaria	Anthozoa	Actiniaria		Diadumenidae	Diadumene									
2435629	urn:lsid:catalogueoflife.org:taxon:d889236e-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363588	accepted name	genus		Flosmaris	Animalia	Cnidaria	Anthozoa	Actiniaria		Isophelliidae	Flosmaris									
2435630	urn:lsid:catalogueoflife.org:taxon:d889249a-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363593	accepted name	genus		Haliplanella	Animalia	Cnidaria	Anthozoa	Actiniaria		Haliplanellidae	Haliplanella									
2435631	urn:lsid:catalogueoflife.org:taxon:d8892620-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363593	accepted name	genus		Tricnidactis	Animalia	Cnidaria	Anthozoa	Actiniaria		Haliplanellidae	Tricnidactis									
2435632	urn:lsid:catalogueoflife.org:taxon:d88927a6-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363583	accepted name	genus		Nemanthus	Animalia	Cnidaria	Anthozoa	Actiniaria		Nemanthidae	Nemanthus									
2435633	urn:lsid:catalogueoflife.org:taxon:d88928dc-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363591	accepted name	genus		Paraphelliactis	Animalia	Cnidaria	Anthozoa	Actiniaria		Hormathiidae	Paraphelliactis									
2435634	urn:lsid:catalogueoflife.org:taxon:d8892a08-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363574	accepted name	genus		Actineria	Animalia	Cnidaria	Anthozoa	Actiniaria		Thalassianthidae	Actineria									
2435635	urn:lsid:catalogueoflife.org:taxon:d8892b3e-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363574	accepted name	genus		Thalassianthus	Animalia	Cnidaria	Anthozoa	Actiniaria		Thalassianthidae	Thalassianthus									
2435636	urn:lsid:catalogueoflife.org:taxon:d8892c60-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363601	accepted name	genus		Edwardsiella	Animalia	Cnidaria	Anthozoa	Actiniaria		Edwardsiidae	Edwardsiella									
2435637	urn:lsid:catalogueoflife.org:taxon:d8892d8c-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363607	accepted name	genus		Synandwakia	Animalia	Cnidaria	Anthozoa	Actiniaria		Andwakiidae	Synandwakia									
2435638	urn:lsid:catalogueoflife.org:taxon:d8892eae-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363607	accepted name	genus		Andwakia	Animalia	Cnidaria	Anthozoa	Actiniaria		Andwakiidae	Andwakia									
2435639	urn:lsid:catalogueoflife.org:taxon:d8892fda-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363591	accepted name	genus		Amphianthus	Animalia	Cnidaria	Anthozoa	Actiniaria		Hormathiidae	Amphianthus									
2435654	urn:lsid:catalogueoflife.org:taxon:d889339a-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363591	accepted name	genus		Allantactis	Animalia	Cnidaria	Anthozoa	Actiniaria		Hormathiidae	Allantactis									
2435663	urn:lsid:catalogueoflife.org:taxon:d889384a-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363611	accepted name	genus		Neoaiptasia	Animalia	Cnidaria	Anthozoa	Actiniaria		Aiptasiidae	Neoaiptasia									
2435664	urn:lsid:catalogueoflife.org:taxon:d8893976-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363577	accepted name	genus		Bellactis	Animalia	Cnidaria	Anthozoa	Actiniaria		Sagartiidae	Bellactis									
2435665	urn:lsid:catalogueoflife.org:taxon:d8893aa2-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363577	accepted name	genus		Carcinactis	Animalia	Cnidaria	Anthozoa	Actiniaria		Sagartiidae	Carcinactis									
2435666	urn:lsid:catalogueoflife.org:taxon:d8893bce-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363615	accepted name	genus		Isantheopsis	Animalia	Cnidaria	Anthozoa	Actiniaria		Actiniidae	Isantheopsis									
2435667	urn:lsid:catalogueoflife.org:taxon:d8893cf0-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363610	accepted name	genus		Aiptasiomorpha	Animalia	Cnidaria	Anthozoa	Actiniaria		Aiptasiomorphidae	Aiptasiomorpha									
2435668	urn:lsid:catalogueoflife.org:taxon:d8893e1c-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363586	accepted name	genus		Liponema	Animalia	Cnidaria	Anthozoa	Actiniaria		Liponematidae	Liponema									
2435669	urn:lsid:catalogueoflife.org:taxon:d8893f3e-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363577	accepted name	genus		Botryon	Animalia	Cnidaria	Anthozoa	Actiniaria		Sagartiidae	Botryon									
2435670	urn:lsid:catalogueoflife.org:taxon:d889406a-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363577	accepted name	genus		Habrosanthus	Animalia	Cnidaria	Anthozoa	Actiniaria		Sagartiidae	Habrosanthus									
2435671	urn:lsid:catalogueoflife.org:taxon:d8894196-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363595	accepted name	genus		Halcurias	Animalia	Cnidaria	Anthozoa	Actiniaria		Halcuriidae	Halcurias									
2435672	urn:lsid:catalogueoflife.org:taxon:d88942b8-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363591	accepted name	genus		Hormathianthus	Animalia	Cnidaria	Anthozoa	Actiniaria		Hormathiidae	Hormathianthus									
2435673	urn:lsid:catalogueoflife.org:taxon:d88943e4-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363601	accepted name	genus		Synhalcampella	Animalia	Cnidaria	Anthozoa	Actiniaria		Edwardsiidae	Synhalcampella									
2435674	urn:lsid:catalogueoflife.org:taxon:d8894506-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363612	accepted name	genus		Maractis	Animalia	Cnidaria	Anthozoa	Actiniaria		Actinostolidae	Maractis									
2435675	urn:lsid:catalogueoflife.org:taxon:d8894632-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363601	accepted name	genus		Metedwardsia	Animalia	Cnidaria	Anthozoa	Actiniaria		Edwardsiidae	Metedwardsia									
2435676	urn:lsid:catalogueoflife.org:taxon:d88947f4-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363592	accepted name	genus		Haloclava	Animalia	Cnidaria	Anthozoa	Actiniaria		Haloclavidae	Haloclava									
2435677	urn:lsid:catalogueoflife.org:taxon:d889492a-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363601	accepted name	genus		Halcampogeton	Animalia	Cnidaria	Anthozoa	Actiniaria		Edwardsiidae	Halcampogeton									
2435678	urn:lsid:catalogueoflife.org:taxon:d8894a56-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363616	accepted name	genus		Isactinernus	Animalia	Cnidaria	Anthozoa	Actiniaria		Actinernidae	Isactinernus									
2435679	urn:lsid:catalogueoflife.org:taxon:d8894b82-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363616	accepted name	genus		Synactinernus	Animalia	Cnidaria	Anthozoa	Actiniaria		Actinernidae	Synactinernus									
2435680	urn:lsid:catalogueoflife.org:taxon:d8894cae-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363616	accepted name	genus		Synhalcurias	Animalia	Cnidaria	Anthozoa	Actiniaria		Actinernidae	Synhalcurias									
2435681	urn:lsid:catalogueoflife.org:taxon:d8894dd0-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363595	accepted name	genus		Carlgrenia	Animalia	Cnidaria	Anthozoa	Actiniaria		Halcuriidae	Carlgrenia									
2435682	urn:lsid:catalogueoflife.org:taxon:d8894efc-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363584	accepted name	genus		Phymanthus	Animalia	Cnidaria	Anthozoa	Actiniaria		Minyadidae	Phymanthus									
